year,college,branch,category,round,closing_rank,website
2022,T John Institute of Technology,MECH,ST,1,166513,https://tjohncollege.edu.in/
2024,AIT Chikmagalur,CSE,2B,1,88769,https://aitchikmagalur.edu.in/
2024,AMC Engineering College,MECH,3A,3,153076,https://amc.edu.in/
2023,Acharya Institute of Technology,MECH,3B,3,63809,https://acharya.ac.in/
2023,MIT Manipal,ECE,2B,2,11258,https://manipal.edu/
2021,JSS Science & Technology,CSE,SC,2,156000,https://jssstuniv.in/
2021,New Horizon College of Engineering,EEE,1,2,42167,https://newhorizon.edu.in/
2021,SJCE Mysore,EEE,GM,2,15509,https://sjce.ac.in/
2022,Sri Venkateshwara College of Engineering,ECE,SC,2,122132,https://svce.edu.in/
2022,Siddaganga Institute,ECE,2B,2,22478,https://sit.ac.in/
2021,Reva University,ISE,2B,2,55073,https://reva.edu.in/
2023,Vemana Institute of Technology,ISE,3A,3,106511,https://vemanait.edu.in/
2023,Presidency University,ECE,GM,3,82054,https://presidencyuniversity.in/
2024,KSIT,EEE,3B,3,77522,https://ksit.edu.in/
2021,Global Academy of Technology,ISE,3A,1,81967,https://gat.ac.in/
2021,KSIT,CSE,2B,3,58766,https://ksit.edu.in/
2024,BIT Bangalore,ISE,2B,3,24177,https://bit-bangalore.edu.in/
2023,MVJ College of Engineering,MECH,2A,1,56030,https://mvjce.edu.in/
2024,CMRIT,ECE,3B,1,54371,https://cmrit.ac.in/
2021,Sapthagiri College of Engineering,MECH,3A,1,74415,https://sapthagiri.edu.in/
2022,Sir MVIT,ECE,3B,1,45462,https://sir-mvit.ac.in/
2022,MSRIT,MECH,ST,3,13090,https://www.msrit.edu/
2024,MS Engineering College,ISE,SC,1,124501,https://msengineering.edu.in/
2024,Vemana Institute of Technology,EEE,SC,3,142204,https://vemanait.edu.in/
2023,PESIT RR,MECH,3A,2,39857,https://pes.edu/
2022,Don Bosco Institute of Technology,ECE,3B,2,130414,https://dbit.ac.in/
2024,UVCE,CSE,2B,1,12574,https://uvce.ac.in/
2023,PESIT South,ISE,GM,3,41059,https://pes.edu/
2021,Adichunchanagiri Institute,ECE,1,2,91578,https://acoe.edu.in/
2024,BMSIT Bangalore,ECE,ST,1,37620,https://bmsit.ac.in/
2021,PESIT South,EEE,2B,3,50622,https://pes.edu/
2021,Dayananda Sagar Academy,EEE,ST,1,159442,https://dsacademy.edu.in/
2021,Acharya Institute of Technology,ECE,2A,3,49938,https://acharya.ac.in/
2023,AMC Engineering College,ECE,2A,1,106368,https://amc.edu.in/
2022,Dayananda Sagar Academy,MECH,1,2,120352,https://dsacademy.edu.in/
2021,BIT Bangalore,ISE,3B,2,25588,https://bit-bangalore.edu.in/
2022,AIT Chikmagalur,MECH,3A,2,125724,https://aitchikmagalur.edu.in/
2024,NIE Mysore,MECH,3A,1,21402,https://nie.ac.in/
2021,MSRIT,ECE,2B,3,8671,https://www.msrit.edu/
2021,NIE Mysore,EEE,2B,2,20548,https://nie.ac.in/
2022,Vidyavardhaka College,EEE,3A,3,92462,https://vvc.ac.in/
2021,T John Institute of Technology,CSE,2A,3,113134,https://tjohncollege.edu.in/
2021,JSS Science & Technology,ISE,1,2,116161,https://jssstuniv.in/
2024,Sri Siddhartha Institute,ISE,ST,2,134650,https://ssit.edu.in/
2023,Vidya Vikas Institute,CSE,3A,3,78236,https://vvit.ac.in/
2024,Sri Venkateshwara College of Engineering,MECH,3B,1,100761,https://svce.edu.in/
2023,JSS Science & Technology,ECE,SC,1,153082,https://jssstuniv.in/
2024,Sri Siddhartha Institute,ECE,ST,1,136717,https://ssit.edu.in/
2022,CMRIT,MECH,3A,2,58516,https://cmrit.ac.in/
2021,Sir MVIT,ECE,GM,3,40023,https://sir-mvit.ac.in/
2022,T John Institute of Technology,CSE,ST,2,149532,https://tjohncollege.edu.in/
2021,Presidency University,ECE,2B,2,87113,https://presidencyuniversity.in/
2021,Vidya Vikas Institute,EEE,3B,1,91140,https://vvit.ac.in/
2024,SJCE Mysore,CSE,ST,1,19872,https://sjce.ac.in/
2024,KLE Tech Hubli,CSE,3B,3,60907,https://kletech.ac.in/
2023,Siddaganga Institute,ECE,ST,2,30717,https://sit.ac.in/
2022,Dayananda Sagar Academy,EEE,3A,3,128182,https://dsacademy.edu.in/
2021,DSCE,ECE,GM,1,22496,https://www.dsce.edu.in/
2021,PESIT South,ISE,2A,3,46578,https://pes.edu/
2024,RNSIT,CSE,3B,2,32683,https://rnsit.ac.in/
2022,East Point College of Engineering,ECE,3B,2,74839,https://epce.edu.in/
2024,NIE Mysore,EEE,ST,2,26957,https://nie.ac.in/
2021,Adichunchanagiri Institute,MECH,3A,3,120411,https://acoe.edu.in/
2024,KSSEM Bangalore,ISE,ST,2,117718,https://kssem.edu.in/
2022,RVCE,MECH,2A,3,754,https://www.rvce.edu.in
2022,UVCE,EEE,3A,2,15687,https://uvce.ac.in/
2022,Sir MVIT,CSE,1,2,35946,https://sir-mvit.ac.in/
2023,PES University,EEE,GM,3,3135,https://pes.edu/
2022,Siddaganga Institute,MECH,2A,2,23147,https://sit.ac.in/
2022,Vidya Vikas Institute,ISE,2A,1,69908,https://vvit.ac.in/
2022,Adichunchanagiri Institute,EEE,ST,3,158891,https://acoe.edu.in/
2024,NIE Mysore,ISE,3B,2,19729,https://nie.ac.in/
2023,Bangalore Institute of Technology North Campus,ECE,GM,2,107650,https://bit.edu.in/
2023,Acharya Institute of Technology,CSE,SC,3,65627,https://acharya.ac.in/
2023,Don Bosco Institute of Technology,ECE,3B,2,121215,https://dbit.ac.in/
2024,KSIT,EEE,SC,2,86402,https://ksit.edu.in/
2022,BNMIT,CSE,3B,3,38471,https://bnmit.org/
2021,RVCE,EEE,1,3,690,https://www.rvce.edu.in
2024,PESIT RR,EEE,2B,2,36546,https://pes.edu/
2023,Global Academy of Technology,ISE,SC,3,105971,https://gat.ac.in/
2024,Vidyavardhaka College,EEE,3A,1,80787,https://vvc.ac.in/
2022,Sapthagiri College of Engineering,ECE,3B,2,72403,https://sapthagiri.edu.in/
2022,New Horizon College of Engineering,EEE,3B,1,49429,https://newhorizon.edu.in/
2024,Sri Venkateshwara College of Engineering,CSE,3A,1,81371,https://svce.edu.in/
2022,RVCE,ECE,ST,3,955,https://www.rvce.edu.in
2022,Don Bosco Institute of Technology,MECH,ST,1,166364,https://dbit.ac.in/
2021,Canara Engineering College,ISE,2A,2,69123,https://canaraengineering.in/
2021,T John Institute of Technology,CSE,3B,1,113887,https://tjohncollege.edu.in/
2024,DSCE,MECH,2A,3,31050,https://www.dsce.edu.in/
2022,Acharya Institute of Technology,CSE,GM,3,40957,https://acharya.ac.in/
2024,BMSIT Bangalore,ECE,2B,3,30952,https://bmsit.ac.in/
2021,Don Bosco Institute of Technology,MECH,GM,1,103834,https://dbit.ac.in/
2021,Vidyavardhaka College,ECE,GM,3,71798,https://vvc.ac.in/
2022,Reva University,ISE,ST,3,82071,https://reva.edu.in/
2021,JSSATE Bangalore,MECH,3A,1,44033,https://jssateb.ac.in/
2024,MS Engineering College,MECH,ST,3,166090,https://msengineering.edu.in/
2021,PES University,MECH,SC,2,4578,https://pes.edu/
2023,MSRIT,MECH,1,1,8152,https://www.msrit.edu/
2024,BMSCE,MECH,3A,1,6309,https://www.bmsce.ac.in/
2022,New Horizon College of Engineering,ECE,3B,2,47620,https://newhorizon.edu.in/
2022,Canara Engineering College,ECE,ST,2,106274,https://canaraengineering.in/
2021,Vidyavardhaka College,CSE,2B,2,72364,https://vvc.ac.in/
2023,CMRIT,ECE,ST,3,80950,https://cmrit.ac.in/
2024,SJCE Mysore,CSE,SC,1,18613,https://sjce.ac.in/
2024,PESIT RR,CSE,2A,3,30976,https://pes.edu/
2024,Vidya Jyothi Institute,ISE,1,2,96824,https://vji.ac.in/
2022,Vemana Institute of Technology,CSE,2A,3,94310,https://vemanait.edu.in/
2021,BMSIT Bangalore,CSE,ST,2,39505,https://bmsit.ac.in/
2022,MVJ College of Engineering,MECH,3B,2,68348,https://mvjce.edu.in/
2021,PESIT RR,ECE,2B,3,36604,https://pes.edu/
2021,Dayananda Sagar Academy,CSE,2A,2,106164,https://dsacademy.edu.in/
2024,SJCE Mysore,EEE,3A,1,17186,https://sjce.ac.in/
2022,BIT Bangalore,EEE,2B,1,24192,https://bit-bangalore.edu.in/
2021,PESIT South,ECE,2B,3,52344,https://pes.edu/
2022,Presidency University,ISE,GM,2,75449,https://presidencyuniversity.in/
2024,Vemana Institute of Technology,MECH,2A,1,103164,https://vemanait.edu.in/
2023,AIT Chikmagalur,EEE,3A,1,114258,https://aitchikmagalur.edu.in/
2024,Don Bosco Institute of Technology,CSE,GM,1,87539,https://dbit.ac.in/
2023,DSCE,CSE,3B,3,28398,https://www.dsce.edu.in/
2024,CMRIT,EEE,3B,2,60084,https://cmrit.ac.in/
2023,KLE Tech Hubli,EEE,GM,3,60666,https://kletech.ac.in/
2024,SJCE Mysore,ECE,GM,3,14712,https://sjce.ac.in/
2022,BIT Bangalore,ISE,1,2,20587,https://bit-bangalore.edu.in/
2024,KSIT,MECH,GM,3,62284,https://ksit.edu.in/
2021,JSSATE Bangalore,MECH,ST,1,58842,https://jssateb.ac.in/
2021,JSSATE Bangalore,ISE,1,2,35258,https://jssateb.ac.in/
2022,KSSEM Bangalore,ISE,ST,1,113531,https://kssem.edu.in/
2023,NIE Mysore,CSE,2A,2,15961,https://nie.ac.in/
2023,BIT Bangalore,MECH,1,3,24770,https://bit-bangalore.edu.in/
2022,BMSCE,MECH,3B,3,7301,https://www.bmsce.ac.in/
2024,Vidya Jyothi Institute,EEE,3A,1,113427,https://vji.ac.in/
2022,MSRIT,ISE,SC,2,10491,https://www.msrit.edu/
2021,Sri Venkateshwara College of Engineering,CSE,2A,3,88500,https://svce.edu.in/
2023,Siddaganga Institute,MECH,1,1,19770,https://sit.ac.in/
2023,AIT Chikmagalur,ECE,GM,1,87639,https://aitchikmagalur.edu.in/
2022,Canara Engineering College,EEE,ST,1,101303,https://canaraengineering.in/
2022,MIT Manipal,MECH,3A,2,12656,https://manipal.edu/
2023,Sir MVIT,ECE,SC,1,54530,https://sir-mvit.ac.in/
2023,Vidya Vikas Institute,ISE,GM,2,68346,https://vvit.ac.in/
2023,Sir MVIT,CSE,ST,3,57266,https://sir-mvit.ac.in/
2022,Vidya Jyothi Institute,ISE,2B,2,108255,https://vji.ac.in/
2021,NIE Mysore,CSE,2A,1,16581,https://nie.ac.in/
2024,Oxford College of Engineering,ISE,2B,1,58340,https://oxford.edu.in/
2021,AMC Engineering College,ISE,3B,2,122917,https://amc.edu.in/
2023,RNSIT,ISE,2B,2,29933,https://rnsit.ac.in/
2023,MVJ College of Engineering,ISE,1,3,51027,https://mvjce.edu.in/
2024,DSCE,EEE,ST,3,39746,https://www.dsce.edu.in/
2023,New Horizon College of Engineering,MECH,ST,1,67949,https://newhorizon.edu.in/
2021,RVCE,MECH,ST,1,967,https://www.rvce.edu.in
2022,KSIT,EEE,1,3,64637,https://ksit.edu.in/
2024,Vemana Institute of Technology,ISE,2A,1,92264,https://vemanait.edu.in/
2023,Acharya Institute of Technology,CSE,1,1,41028,https://acharya.ac.in/
2022,KLE Tech Hubli,CSE,SC,2,76513,https://kletech.ac.in/
2023,Adichunchanagiri Institute,ECE,ST,1,135829,https://acoe.edu.in/
2021,Dayananda Sagar Academy,ECE,3A,3,123536,https://dsacademy.edu.in/
2022,Sapthagiri College of Engineering,MECH,3B,1,76237,https://sapthagiri.edu.in/
2022,AIT Chikmagalur,MECH,2B,3,123473,https://aitchikmagalur.edu.in/
2021,CMR University School of Engineering,CSE,1,2,77573,https://cmr.edu.in/
2023,Bangalore Institute of Technology North Campus,ISE,ST,3,168901,https://bit.edu.in/
2021,MVJ College of Engineering,ECE,ST,2,74804,https://mvjce.edu.in/
2023,DSCE,EEE,3A,3,31264,https://www.dsce.edu.in/
2024,CMRIT,EEE,2A,2,52352,https://cmrit.ac.in/
2023,New Horizon College of Engineering,MECH,ST,2,70418,https://newhorizon.edu.in/
2022,Vemana Institute of Technology,ISE,1,3,94772,https://vemanait.edu.in/
2024,PESIT South,MECH,1,3,52310,https://pes.edu/
2022,Bangalore Institute of Technology North Campus,EEE,ST,1,176040,https://bit.edu.in/
2022,NIE Mysore,ISE,ST,3,27030,https://nie.ac.in/
2021,AMC Engineering College,MECH,2A,1,116208,https://amc.edu.in/
2021,PESIT RR,ISE,ST,1,44306,https://pes.edu/
2024,MSRIT,MECH,ST,1,12354,https://www.msrit.edu/
2024,Vidya Jyothi Institute,EEE,SC,3,167710,https://vji.ac.in/
2021,Global Academy of Technology,EEE,SC,3,113694,https://gat.ac.in/
2023,CMRIT,MECH,ST,1,73920,https://cmrit.ac.in/
2023,T John Institute of Technology,MECH,1,2,123814,https://tjohncollege.edu.in/
2022,Adichunchanagiri Institute,MECH,SC,1,139659,https://acoe.edu.in/
2022,Sri Venkateshwara College of Engineering,EEE,3B,1,98120,https://svce.edu.in/
2021,BNMIT,EEE,2B,1,39263,https://bnmit.org/
2023,KSSEM Bangalore,EEE,2A,2,84967,https://kssem.edu.in/
2024,Alliance University,ECE,3B,3,107901,https://alliance.edu.in/
2024,RNSIT,ISE,SC,2,42103,https://rnsit.ac.in/
2021,CMRIT,EEE,GM,1,45737,https://cmrit.ac.in/
2023,Alliance University,EEE,GM,2,84404,https://alliance.edu.in/
2022,NIE Mysore,CSE,SC,1,20771,https://nie.ac.in/
2023,Presidency University,CSE,2A,3,77496,https://presidencyuniversity.in/
2023,MSRIT,EEE,2A,2,8734,https://www.msrit.edu/
2022,New Horizon College of Engineering,CSE,ST,3,63012,https://newhorizon.edu.in/
2023,BIT Bangalore,ECE,ST,2,35111,https://bit-bangalore.edu.in/
2023,MVJ College of Engineering,EEE,3B,3,69615,https://mvjce.edu.in/
2024,KSIT,ECE,ST,2,92282,https://ksit.edu.in/
2022,MIT Manipal,CSE,2B,3,10649,https://manipal.edu/
2023,AIT Chikmagalur,ECE,2A,3,110646,https://aitchikmagalur.edu.in/
2022,Acharya Institute of Technology,MECH,GM,3,53323,https://acharya.ac.in/
2022,BNMIT,CSE,GM,2,29717,https://bnmit.org/
2022,KSSEM Bangalore,EEE,1,1,77932,https://kssem.edu.in/
2022,BMSCE,ECE,GM,1,4798,https://www.bmsce.ac.in/
2022,AMC Engineering College,EEE,1,1,110245,https://amc.edu.in/
2021,Vidyavardhaka College,MECH,SC,3,111315,https://vvc.ac.in/
2022,MSRIT,ECE,GM,1,7093,https://www.msrit.edu/
2021,Adichunchanagiri Institute,EEE,GM,1,84882,https://acoe.edu.in/
2023,Canara Engineering College,ISE,1,1,63356,https://canaraengineering.in/
2023,Vemana Institute of Technology,ECE,ST,1,139450,https://vemanait.edu.in/
2022,BMSCE,MECH,3A,2,6640,https://www.bmsce.ac.in/
2024,RVCE,ISE,3B,2,697,https://www.rvce.edu.in
2024,SJCE Mysore,CSE,GM,1,12663,https://sjce.ac.in/
2024,Dayananda Sagar Academy,CSE,GM,3,97862,https://dsacademy.edu.in/
2022,CMR University School of Engineering,ECE,SC,2,127231,https://cmr.edu.in/
2023,Siddaganga Institute,ECE,1,2,19889,https://sit.ac.in/
2021,Bangalore Institute of Technology North Campus,MECH,3A,3,151376,https://bit.edu.in/
2022,PESIT South,MECH,3B,2,55710,https://pes.edu/
2023,BNMIT,ECE,3B,1,37386,https://bnmit.org/
2021,Oxford College of Engineering,EEE,3A,3,74216,https://oxford.edu.in/
2021,JSSATE Bangalore,MECH,2B,2,45722,https://jssateb.ac.in/
2022,Siddaganga Institute,ISE,SC,1,26596,https://sit.ac.in/
2022,BNMIT,MECH,3B,3,45814,https://bnmit.org/
2024,New Horizon College of Engineering,ECE,GM,2,40052,https://newhorizon.edu.in/
2022,Acharya Institute of Technology,CSE,3A,1,45707,https://acharya.ac.in/
2024,Don Bosco Institute of Technology,ECE,3B,1,124563,https://dbit.ac.in/
2021,JSS Science & Technology,MECH,3A,3,154714,https://jssstuniv.in/
2024,RNSIT,MECH,1,3,35608,https://rnsit.ac.in/
2023,AMC Engineering College,CSE,ST,2,148373,https://amc.edu.in/
2024,MSRIT,ISE,2A,1,7670,https://www.msrit.edu/
2021,Vidya Jyothi Institute,EEE,2B,2,118055,https://vji.ac.in/
2021,Vidya Jyothi Institute,EEE,3A,3,128104,https://vji.ac.in/
2023,JSSATE Bangalore,ECE,3B,1,43960,https://jssateb.ac.in/
2023,East Point College of Engineering,ISE,2B,2,67701,https://epce.edu.in/
2021,Adichunchanagiri Institute,ECE,3A,2,110410,https://acoe.edu.in/
2022,NIE Mysore,EEE,3B,3,21916,https://nie.ac.in/
2023,MS Engineering College,ECE,SC,3,154090,https://msengineering.edu.in/
2023,Presidency University,ISE,GM,2,76951,https://presidencyuniversity.in/
2022,AMC Engineering College,EEE,2A,2,124893,https://amc.edu.in/
2021,New Horizon College of Engineering,EEE,3A,2,48498,https://newhorizon.edu.in/
2022,PESIT South,MECH,3A,3,57900,https://pes.edu/
2022,KLE Tech Hubli,EEE,1,3,62274,https://kletech.ac.in/
2023,DSCE,ECE,1,3,25734,https://www.dsce.edu.in/
2021,RVCE,ECE,2A,2,660,https://www.rvce.edu.in
2023,Don Bosco Institute of Technology,MECH,2A,1,116482,https://dbit.ac.in/
2021,BMSCE,ECE,3A,3,6788,https://www.bmsce.ac.in/
2024,Sri Siddhartha Institute,MECH,SC,2,137181,https://ssit.edu.in/
2024,RVCE,CSE,SC,3,808,https://www.rvce.edu.in
2023,CMRIT,CSE,SC,1,58217,https://cmrit.ac.in/
2023,JSSATE Bangalore,CSE,2A,3,36474,https://jssateb.ac.in/
2021,CMR University School of Engineering,MECH,3B,2,109206,https://cmr.edu.in/
2024,Acharya Institute of Technology,MECH,3A,1,56608,https://acharya.ac.in/
2024,KSIT,CSE,2A,2,56012,https://ksit.edu.in/
2024,PESIT RR,ECE,3A,3,36677,https://pes.edu/
2023,UVCE,ISE,2B,2,13478,https://uvce.ac.in/
2022,Adichunchanagiri Institute,ISE,3A,3,111213,https://acoe.edu.in/
2022,Adichunchanagiri Institute,CSE,3A,2,99303,https://acoe.edu.in/
2021,Don Bosco Institute of Technology,EEE,2A,3,124422,https://dbit.ac.in/
2024,MS Engineering College,CSE,3A,3,111206,https://msengineering.edu.in/
2022,Adichunchanagiri Institute,ECE,GM,1,87076,https://acoe.edu.in/
2023,Sri Siddhartha Institute,EEE,2B,2,108257,https://ssit.edu.in/
2023,Acharya Institute of Technology,EEE,3A,1,52553,https://acharya.ac.in/
2022,Sri Venkateshwara College of Engineering,EEE,2A,3,100443,https://svce.edu.in/
2024,BMSIT Bangalore,CSE,3B,3,30559,https://bmsit.ac.in/
2024,BIT Bangalore,ECE,2B,1,23468,https://bit-bangalore.edu.in/
2023,Vidya Jyothi Institute,MECH,2B,3,130880,https://vji.ac.in/
2022,MIT Manipal,CSE,3B,2,11158,https://manipal.edu/
2022,BIT Bangalore,CSE,ST,1,29821,https://bit-bangalore.edu.in/
2023,Sir MVIT,ISE,3A,1,39532,https://sir-mvit.ac.in/
2021,KSSEM Bangalore,ECE,3A,1,87832,https://kssem.edu.in/
2024,T John Institute of Technology,ECE,3A,1,117357,https://tjohncollege.edu.in/
2023,BIT Bangalore,ECE,1,1,21962,https://bit-bangalore.edu.in/
2024,CMR University School of Engineering,CSE,2B,1,87196,https://cmr.edu.in/
2024,KSSEM Bangalore,ISE,1,2,77119,https://kssem.edu.in/
2022,T John Institute of Technology,ISE,2B,2,113500,https://tjohncollege.edu.in/
2022,Sri Venkateshwara College of Engineering,EEE,2B,1,89105,https://svce.edu.in/
2023,Dayananda Sagar Academy,CSE,3B,1,109173,https://dsacademy.edu.in/
2021,Alliance University,MECH,3A,1,95849,https://alliance.edu.in/
2021,UVCE,ECE,SC,1,17603,https://uvce.ac.in/
2021,East Point College of Engineering,ISE,GM,3,62239,https://epce.edu.in/
2024,UVCE,ISE,2A,2,12153,https://uvce.ac.in/
2022,MVJ College of Engineering,EEE,GM,1,51298,https://mvjce.edu.in/
2022,Presidency University,ECE,ST,3,129755,https://presidencyuniversity.in/
2023,NIE Mysore,ISE,ST,3,27534,https://nie.ac.in/
2024,Vemana Institute of Technology,EEE,ST,3,163056,https://vemanait.edu.in/
2022,Bangalore Institute of Technology North Campus,MECH,ST,1,181773,https://bit.edu.in/
2022,PES University,EEE,SC,1,4112,https://pes.edu/
2022,BMSCE,MECH,ST,2,8864,https://www.bmsce.ac.in/
2023,Canara Engineering College,ECE,3B,1,74890,https://canaraengineering.in/
2022,RNSIT,ISE,2A,1,27574,https://rnsit.ac.in/
2023,Dayananda Sagar Academy,MECH,2A,3,131168,https://dsacademy.edu.in/
2022,MSRIT,CSE,3A,3,8874,https://www.msrit.edu/
2024,UVCE,ECE,GM,3,12841,https://uvce.ac.in/
2023,MSRIT,MECH,SC,1,11513,https://www.msrit.edu/
2023,BMSCE,CSE,3B,1,5397,https://www.bmsce.ac.in/
2021,Global Academy of Technology,MECH,GM,3,84817,https://gat.ac.in/
2022,MSRIT,ISE,1,3,7748,https://www.msrit.edu/
2021,Sri Venkateshwara College of Engineering,MECH,1,2,93994,https://svce.edu.in/
2021,AMC Engineering College,ECE,GM,2,109285,https://amc.edu.in/
2023,MVJ College of Engineering,MECH,3A,1,58667,https://mvjce.edu.in/
2022,New Horizon College of Engineering,CSE,ST,1,57271,https://newhorizon.edu.in/
2021,Alliance University,EEE,3A,1,93956,https://alliance.edu.in/
2024,Vemana Institute of Technology,ISE,2B,3,104002,https://vemanait.edu.in/
2024,Acharya Institute of Technology,ISE,SC,2,62208,https://acharya.ac.in/
2024,PESIT RR,CSE,3B,2,35030,https://pes.edu/
2024,Alliance University,MECH,3B,3,118382,https://alliance.edu.in/
2024,PESIT South,ECE,2A,3,49555,https://pes.edu/
2023,Vemana Institute of Technology,EEE,2B,1,106432,https://vemanait.edu.in/
2022,BIT Bangalore,EEE,2B,3,27512,https://bit-bangalore.edu.in/
2021,AIT Chikmagalur,EEE,SC,3,159756,https://aitchikmagalur.edu.in/
2024,NIE Mysore,EEE,3A,1,20584,https://nie.ac.in/
2022,Sri Siddhartha Institute,CSE,GM,1,72271,https://ssit.edu.in/
2024,Sir MVIT,CSE,GM,2,34284,https://sir-mvit.ac.in/
2021,AIT Chikmagalur,ECE,2A,1,101852,https://aitchikmagalur.edu.in/
2021,Adichunchanagiri Institute,EEE,1,3,98525,https://acoe.edu.in/
2024,KSSEM Bangalore,CSE,SC,2,105746,https://kssem.edu.in/
2022,Vidya Vikas Institute,ECE,ST,2,117261,https://vvit.ac.in/
2024,Oxford College of Engineering,CSE,1,3,56722,https://oxford.edu.in/
2024,RVCE,EEE,1,1,616,https://www.rvce.edu.in
2022,CMR University School of Engineering,CSE,2B,1,79977,https://cmr.edu.in/
2022,Siddaganga Institute,MECH,1,3,23348,https://sit.ac.in/
2022,New Horizon College of Engineering,MECH,GM,2,43100,https://newhorizon.edu.in/
2024,MS Engineering College,ECE,3B,3,125927,https://msengineering.edu.in/
2022,Vidya Vikas Institute,ISE,3B,3,91439,https://vvit.ac.in/
2022,Siddaganga Institute,MECH,3A,2,25017,https://sit.ac.in/
2022,Siddaganga Institute,ISE,3B,3,23886,https://sit.ac.in/
2023,DSCE,EEE,SC,2,36680,https://www.dsce.edu.in/
2023,Presidency University,ECE,3A,2,92287,https://presidencyuniversity.in/
2024,East Point College of Engineering,ISE,2B,2,67396,https://epce.edu.in/
2021,Adichunchanagiri Institute,MECH,3B,3,129016,https://acoe.edu.in/
2023,MSRIT,ECE,1,3,8130,https://www.msrit.edu/
2022,BIT Bangalore,ISE,3A,1,24286,https://bit-bangalore.edu.in/
2021,DSCE,ECE,1,2,24198,https://www.dsce.edu.in/
2022,AMC Engineering College,ECE,ST,2,164464,https://amc.edu.in/
2023,Vidyavardhaka College,CSE,3A,3,76560,https://vvc.ac.in/
2024,New Horizon College of Engineering,EEE,2A,1,44881,https://newhorizon.edu.in/
2024,RNSIT,MECH,ST,2,47241,https://rnsit.ac.in/
2024,Canara Engineering College,MECH,2A,2,75914,https://canaraengineering.in/
2022,Alliance University,EEE,2A,3,98448,https://alliance.edu.in/
2021,AIT Chikmagalur,ECE,2B,2,111194,https://aitchikmagalur.edu.in/
2022,Reva University,ECE,3A,1,58858,https://reva.edu.in/
2022,MVJ College of Engineering,ISE,1,1,48744,https://mvjce.edu.in/
